name,description,url,forks,stars,last_push,contributors
cloudflare-scrape,A Python module to bypass Cloudflare's anti-bot page.,https://api.github.com/repos/Anorov/cloudflare-scrape,330,2233,2020-07-05T23:29:06Z,19
motioneye,A web frontend for the motion daemon.,https://api.github.com/repos/ccrisan/motioneye,427,2228,2020-12-29T20:05:49Z,30
wafw00f,WAFW00F allows one to identify and fingerprint Web Application Firewall (WAF) products protecting a website.,https://api.github.com/repos/EnableSecurity/wafw00f,550,2226,2020-12-10T10:49:40Z,22
behave,"BDD, Python style.",https://api.github.com/repos/behave/behave,521,2223,2021-01-07T01:59:42Z,30
django-bootstrap3,Bootstrap 3 integration with Django.,https://api.github.com/repos/zostera/django-bootstrap3,696,2223,2021-01-05T12:05:36Z,30
selfspy,"Log everything you do on the computer, for statistics, future reference and all-around fun!",https://api.github.com/repos/selfspy/selfspy,230,2214,2019-03-06T13:30:04Z,25
gluon-nlp,NLP made easy,https://api.github.com/repos/dmlc/gluon-nlp,502,2207,2021-01-07T17:21:17Z,30
DQN-tensorflow,Tensorflow implementation of Human-Level Control through Deep Reinforcement Learning,https://api.github.com/repos/devsisters/DQN-tensorflow,733,2204,2019-04-18T18:36:45Z,7
linux-kernel-module-cheat,"The perfect emulation setup to study and develop the Linux kernel v5.4.3, kernel modules, QEMU, gem5 and x86_64, ARMv7 and ARMv8 userland and baremetal assembly, ANSI C, C++ and POSIX. GDB step debug and KGDB just work. Powered by Buildroot and crosstool-NG. Highly automated. Thoroughly documented. Automated tests. ""Tested"" in an Ubuntu 19.10 host.",https://api.github.com/repos/cirosantilli/linux-kernel-module-cheat,377,2201,2020-12-12T09:10:16Z,7
FairMOT,A simple baseline for one-shot multi-object tracking,https://api.github.com/repos/ifzhang/FairMOT,484,2201,2020-12-22T03:14:33Z,9
keras-tuner,Hyperparameter tuning for humans,https://api.github.com/repos/keras-team/keras-tuner,260,2199,2020-12-23T19:28:06Z,24
azure-cli,Azure Command-Line Interface,https://api.github.com/repos/Azure/azure-cli,1525,2198,2021-01-07T17:41:17Z,30
scrapyd,A service daemon to run Scrapy spiders,https://api.github.com/repos/scrapy/scrapyd,511,2197,2020-12-14T20:56:52Z,30
keyboard,Hook and simulate global keyboard events on Windows and Linux.,https://api.github.com/repos/boppreh/keyboard,260,2196,2020-08-24T03:54:23Z,23
notion-py,Unofficial Python API client for Notion.so,https://api.github.com/repos/jamalex/notion-py,239,2192,2021-01-05T10:49:10Z,20
flownet2-pytorch,Pytorch implementation of FlowNet 2.0: Evolution of Optical Flow Estimation with Deep Networks,https://api.github.com/repos/NVIDIA/flownet2-pytorch,550,2190,2020-08-05T00:10:28Z,12
MusicBot,:musical_note: The original MusicBot for Discord (formerly SexualRhinoceros/MusicBot),https://api.github.com/repos/Just-Some-Bots/MusicBot,1905,2189,2020-12-25T09:35:29Z,30
MUNIT,Multimodal Unsupervised Image-to-Image Translation,https://api.github.com/repos/NVlabs/MUNIT,439,2184,2020-10-10T21:04:00Z,5
decaNLP,The Natural Language Decathlon: A Multitask Challenge for NLP,https://api.github.com/repos/salesforce/decaNLP,421,2180,2019-10-07T19:22:41Z,8
PaddleDetection,Object detection and instance segmentation toolkit based on PaddlePaddle.,https://api.github.com/repos/PaddlePaddle/PaddleDetection,600,2179,2021-01-07T16:19:05Z,30
django-rest-auth,This app makes it extremely easy to build Django powered SPA's (Single Page App) or Mobile apps exposing all registration and authentication related functionality as CBV's (Class Base View) and REST (JSON),https://api.github.com/repos/Tivix/django-rest-auth,591,2176,2020-11-26T18:47:31Z,30
awesome-sqlalchemy,A curated list of awesome tools for SQLAlchemy,https://api.github.com/repos/dahlia/awesome-sqlalchemy,134,2175,2020-10-04T17:59:19Z,27
photon,Minimal Linux container host,https://api.github.com/repos/vmware/photon,615,2174,2021-01-07T17:58:20Z,30
pcc,"Resources for Python Crash Course, from No Starch Press.",https://api.github.com/repos/ehmatthes/pcc,1587,2172,2020-12-31T08:27:24Z,2
gpustat,📊 A simple command-line utility for querying and monitoring GPU status,https://api.github.com/repos/wookayin/gpustat,183,2169,2021-01-02T06:06:24Z,10
DouBanSpider,豆瓣读书的爬虫,https://api.github.com/repos/lanbing510/DouBanSpider,1234,2169,2020-04-08T05:15:32Z,1
human-pose-estimation.pytorch,"The project is an official implement of our ECCV2018 paper  ""Simple Baselines for Human Pose Estimation and Tracking(https://arxiv.org/abs/1804.06208)""",https://api.github.com/repos/microsoft/human-pose-estimation.pytorch,473,2166,2020-09-03T06:36:34Z,11
neural_artistic_style,Neural Artistic Style in Python,https://api.github.com/repos/andersbll/neural_artistic_style,512,2159,2016-10-23T10:30:58Z,1
Panda-Learning,已终止该项目,https://api.github.com/repos/Alivon/Panda-Learning,715,2157,2019-09-07T03:05:46Z,8
py-googletrans,(unofficial) Googletrans: Free and Unlimited Google translate API for Python. Translates totally free of charge.,https://api.github.com/repos/ssut/py-googletrans,446,2156,2020-12-09T14:17:09Z,23
Arjun,HTTP parameter discovery suite.,https://api.github.com/repos/s0md3v/Arjun,418,2150,2021-01-06T14:36:57Z,10
pywebview,"Build GUI for your Python program with JavaScript, HTML, and CSS",https://api.github.com/repos/r0x0r/pywebview,291,2144,2021-01-07T17:44:36Z,30
thinc,"🔮 A refreshing functional take on deep learning, compatible with your favorite libraries",https://api.github.com/repos/explosion/thinc,198,2142,2021-01-05T02:39:31Z,30
swift,OpenStack Storage (Swift). Mirror of code maintained at opendev.org.,https://api.github.com/repos/openstack/swift,1025,2141,2021-01-07T11:39:53Z,30
dm_control,"DeepMind's software stack for physics-based simulation and Reinforcement Learning environments, using MuJoCo.",https://api.github.com/repos/deepmind/dm_control,383,2140,2021-01-05T11:38:50Z,17
pychromecast,Library for Python 3 to communicate with the Google Chromecast.,https://api.github.com/repos/home-assistant-libs/pychromecast,316,2135,2021-01-05T14:45:50Z,30
netmiko,Multi-vendor library to simplify Paramiko SSH connections to network devices,https://api.github.com/repos/ktbyers/netmiko,877,2129,2021-01-06T18:50:24Z,30
python-markdown2,markdown2: A fast and complete implementation of Markdown in Python,https://api.github.com/repos/trentm/python-markdown2,356,2128,2020-12-26T03:38:56Z,30
VideoPose3D,Efficient 3D human pose estimation in video using 2D keypoint trajectories,https://api.github.com/repos/facebookresearch/VideoPose3D,483,2128,2020-08-05T22:50:50Z,2
pycparser,:snake: Complete C99 parser in pure Python,https://api.github.com/repos/eliben/pycparser,461,2124,2020-12-09T13:51:25Z,30
django-sspanel,用diango开发的shadowsocks/V2ray面板,https://api.github.com/repos/Ehco1996/django-sspanel,784,2120,2021-01-06T00:40:46Z,15
plumbum,Plumbum: Shell Combinators,https://api.github.com/repos/tomerfiliba/plumbum,160,2115,2021-01-03T05:44:33Z,30
tensorflow-on-raspberry-pi,TensorFlow for Raspberry Pi,https://api.github.com/repos/samjabrahams/tensorflow-on-raspberry-pi,507,2112,2018-11-08T18:48:00Z,5
clairvoyant,Software designed to identify and monitor social/historical cues for short term stock movement,https://api.github.com/repos/anfederico/clairvoyant,647,2112,2020-08-08T01:45:29Z,1
html2text,Convert HTML to Markdown-formatted text.,https://api.github.com/repos/aaronsw/html2text,575,2111,2020-10-02T19:42:44Z,20
wesng,Windows Exploit Suggester - Next Generation,https://api.github.com/repos/bitsadmin/wesng,335,2109,2021-01-07T13:02:23Z,8
mlfinlab,"MlFinLab helps portfolio managers and traders who want to leverage the power of machine learning by providing reproducible, interpretable, and easy to use tools. ",https://api.github.com/repos/hudson-and-thames/mlfinlab,649,2108,2020-12-15T13:47:57Z,3
django-environ,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,https://api.github.com/repos/joke2k/django-environ,235,2103,2021-01-04T19:38:38Z,30
anaconda,"Anaconda turns your Sublime Text 3 in a full featured Python development IDE including autocompletion, code linting, IDE features, autopep8 formating, McCabe complexity checker Vagrant and Docker support for Sublime Text 3 using Jedi, PyFlakes, pep8, MyPy, PyLint, pep257 and McCabe that will never freeze your Sublime Text 3",https://api.github.com/repos/DamnWidget/anaconda,246,2102,2020-10-20T10:04:40Z,30
django-rest-framework-simplejwt,A JSON Web Token authentication plugin for the Django REST Framework.,https://api.github.com/repos/SimpleJWT/django-rest-framework-simplejwt,335,2101,2020-12-24T15:10:56Z,30
einops,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others)",https://api.github.com/repos/arogozhnikov/einops,67,2099,2020-11-21T03:15:40Z,10
Shapely,Manipulation and analysis of geometric objects,https://api.github.com/repos/Toblerity/Shapely,376,2099,2021-01-05T16:55:25Z,30
tensorflow-speech-recognition,"🎙Speech recognition using the tensorflow deep learning framework, sequence-to-sequence neural networks",https://api.github.com/repos/pannous/tensorflow-speech-recognition,661,2098,2018-11-20T12:35:29Z,2
AV_Data_Capture,本地电影刮削与整理一体化解决方案,https://api.github.com/repos/yoshiko2/AV_Data_Capture,470,2097,2021-01-05T03:07:16Z,28
knock,Knock Subdomain Scan,https://api.github.com/repos/guelfoweb/knock,564,2097,2021-01-07T10:11:40Z,9
urwid,Console user interface library for Python (official repo),https://api.github.com/repos/urwid/urwid,270,2095,2021-01-05T06:46:01Z,30
howdy,🛡️ Windows Hello™ style facial authentication for Linux,https://api.github.com/repos/boltgolt/howdy,143,2085,2021-01-04T22:52:32Z,30
clearml,"ClearML - Auto-Magical Suite of tools to streamline your ML workflow. Experiment Manager, ML-Ops and Data-Management",https://api.github.com/repos/allegroai/clearml,283,2080,2021-01-05T20:59:28Z,22
GraphSAGE,Representation learning on large graphs using stochastic graph convolutions.,https://api.github.com/repos/williamleif/GraphSAGE,604,2078,2020-11-13T17:49:54Z,6
blueprint,Reverse engineer server configuration,https://api.github.com/repos/devstructure/blueprint,131,2077,2018-04-13T15:27:38Z,12
say_what,Using speech-to-text to fully check out during con calls,https://api.github.com/repos/joshnewlan/say_what,129,2077,2019-02-12T19:01:09Z,2
geeknote,Console client for Evernote.,https://api.github.com/repos/VitaliyRodnenko/geeknote,345,2076,2020-10-14T20:24:03Z,30
coremltools,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",https://api.github.com/repos/apple/coremltools,330,2070,2021-01-05T23:33:22Z,30
real-url,获取斗鱼&虎牙&哔哩哔哩&抖音&快手等 48 个直播平台的真实流媒体地址(直播源)和弹幕，直播源可在 PotPlayer、flv.js 等播放器中播放。,https://api.github.com/repos/wbt5/real-url,488,2070,2020-12-20T07:20:50Z,5
scrapydweb,"Web app for Scrapyd cluster management, Scrapy log analysis & visualization, Auto packaging, Timer tasks, Monitor & Alert, and Mobile UI. DEMO :point_right:",https://api.github.com/repos/my8100/scrapydweb,399,2068,2020-12-29T15:17:19Z,2
nikola,A static website and blog generator,https://api.github.com/repos/getnikola/nikola,403,2067,2021-01-06T18:39:27Z,30
MozDef,MozDef: Mozilla Enterprise Defense Platform,https://api.github.com/repos/mozilla/MozDef,330,2066,2020-12-31T16:04:53Z,30
tplmap,Server-Side Template Injection and Code Injection Detection and Exploitation Tool,https://api.github.com/repos/epinna/tplmap,457,2063,2020-12-02T22:39:22Z,9
covid-19-data,"Data on COVID-19 (coronavirus) cases, deaths, hospitalizations, tests • All countries • Updated daily by Our World in Data",https://api.github.com/repos/owid/covid-19-data,900,2062,2021-01-07T17:19:34Z,12
shutit,Automation framework for programmers,https://api.github.com/repos/ianmiell/shutit,131,2060,2020-12-24T21:02:20Z,14
yadm,Yet Another Dotfiles Manager,https://api.github.com/repos/TheLocehiliosan/yadm,111,2059,2021-01-07T17:03:42Z,28
easyquant,股票量化框架，支持行情获取以及交易,https://api.github.com/repos/shidenggui/easyquant,968,2058,2020-03-14T01:30:09Z,8
sunfish,Sunfish: a Python Chess Engine in 111 lines of code,https://api.github.com/repos/thomasahle/sunfish,395,2057,2021-01-02T12:39:12Z,16
gordon,"λ Gordon is a tool to create, wire and deploy AWS Lambdas using CloudFormation",https://api.github.com/repos/jorgebastida/gordon,145,2054,2019-04-11T19:16:43Z,28
mhn,Modern Honey Network,https://api.github.com/repos/pwnlandia/mhn,589,2048,2020-10-02T06:31:09Z,30
SickChill,"Less rage, more chill.",https://api.github.com/repos/SickChill/SickChill,623,2048,2021-01-07T16:59:52Z,30
DeepDreamVideo,implementing deep dream on video,https://api.github.com/repos/graphific/DeepDreamVideo,291,2042,2018-12-23T06:30:27Z,14
captum,Model interpretability and understanding for PyTorch,https://api.github.com/repos/pytorch/captum,199,2040,2021-01-07T07:56:50Z,30
genpac,"PAC/Dnsmasq/Wingy file Generator,  working with gfwlist, support custom rules.",https://api.github.com/repos/JinnLynn/genpac,331,2038,2020-12-28T01:26:36Z,3
unoconv,Universal Office Converter - Convert between any document format supported by LibreOffice/OpenOffice.,https://api.github.com/repos/unoconv/unoconv,387,2035,2020-12-22T19:10:01Z,30
grab,Web Scraping Framework,https://api.github.com/repos/lorien/grab,257,2033,2020-12-10T19:43:05Z,30
Misago,"Misago is fully featured modern forum application that is fast, scalable and responsive.",https://api.github.com/repos/rafalp/Misago,443,2029,2021-01-07T15:24:11Z,27
YOLO_v3_tutorial_from_scratch,"Accompanying code for Paperspace tutorial series ""How to Implement YOLO v3 Object Detector from Scratch""",https://api.github.com/repos/ayooshkathuria/YOLO_v3_tutorial_from_scratch,660,2029,2019-11-17T07:09:38Z,2
python-uncompyle6,A cross-version Python bytecode decompiler,https://api.github.com/repos/rocky/python-uncompyle6,239,2027,2020-12-31T08:22:10Z,21
sort,"Simple, online, and realtime tracking of multiple objects in a video sequence.",https://api.github.com/repos/abewley/sort,656,2021,2020-11-28T19:30:16Z,2
WeiboSpider,This is a sina weibo spider built by scrapy [微博爬虫/持续维护],https://api.github.com/repos/nghuyong/WeiboSpider,562,2016,2020-11-16T06:21:01Z,2
improved-gan,"Code for the paper ""Improved Techniques for Training GANs""",https://api.github.com/repos/openai/improved-gan,583,2012,2018-11-21T23:56:07Z,6
vit-pytorch,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single transformer encoder, in Pytorch",https://api.github.com/repos/lucidrains/vit-pytorch,173,2009,2021-01-04T18:10:58Z,4
jupyter-book,"Build interactive, publication-quality documents from Jupyter Notebooks",https://api.github.com/repos/executablebooks/jupyter-book,293,2009,2021-01-04T09:34:03Z,30
CS-Notes,我的自学笔记，在学习C++、MLSys，整理算法、操作系统，后续学习分布式系统，终身更新。,https://api.github.com/repos/huangrt01/CS-Notes,307,2009,2021-01-01T09:01:29Z,2
OpenCV-Python-Tutorial,📖 OpenCV-Python image processing tutorial for beginners,https://api.github.com/repos/CodecWang/OpenCV-Python-Tutorial,719,2008,2021-01-04T13:10:01Z,4
ProxyPool,"An Efficient ProxyPool with Getter, Tester and Server",https://api.github.com/repos/Python3WebSpider/ProxyPool,869,2007,2021-01-02T18:20:03Z,10
